0,0.000150
100000,0.000000
200000,0.000050
300000,0.000000
400000,0.000000
500000,0.000000
600000,0.000000
700000,0.000050
800000,0.000150
900000,0.000000
1000000,0.000000
1100000,0.000000
1200000,0.000050
1300000,0.000100
1400000,0.000000
1500000,0.000000
1600000,0.000100
1700000,0.000000
1800000,0.000000
1900000,0.000000
2000000,0.000150
2100000,0.000000
2200000,0.000050
2300000,0.000000
2400000,0.000000
2500000,0.000050
2600000,0.000150
2700000,0.000100
2800000,0.000000
2900000,0.000100
3000000,0.000100
3100000,0.000000
3200000,0.000000
3300000,0.000050
3400000,0.000050
3500000,0.000000
3600000,0.000050
3700000,0.000100
3800000,0.000000
3900000,0.000050
4000000,0.000100
4100000,0.000100
4200000,0.000100
4300000,0.000100
4400000,0.000050
4500000,0.000100
4600000,0.000100
4700000,0.000100
4800000,0.000050
4900000,0.000050
5000000,0.000050
5100000,0.000050
5200000,0.000000
5300000,0.000000
5400000,0.000000
5500000,0.000050
5600000,0.000100
5700000,0.000150
5800000,0.000000
5900000,0.000100
6000000,0.000000
6100000,0.000150
6200000,0.000100
6300000,0.000100
6400000,0.000050
6500000,0.000100
6600000,0.000050
6700000,0.000100
6800000,0.000050
6900000,0.000050
7000000,0.000100
7100000,0.000000
7200000,0.000050
7300000,0.000000
7400000,0.000000
7500000,0.000050
7600000,0.000000
7700000,0.000100
7800000,0.000150
7900000,0.000150
8000000,0.000000
8100000,0.000000
8200000,0.000050
8300000,0.000000
8400000,0.000000
8500000,0.000000
8600000,0.000050
8700000,0.000050
8800000,0.000100
8900000,0.000100
9000000,0.000100
9100000,0.000050
9200000,0.000000
9300000,0.000150
9400000,0.000050
9500000,0.000050
9600000,0.000100
9700000,0.000050
9800000,0.000050
9900000,0.000100
10000000,0.000100
