0,0.000100
5000,5.663400
10000,22.606350
15000,51.160700
20000,87.286450
25000,138.813600
30000,209.214150
35000,267.166400
40000,363.575400
45000,455.615500
50000,561.685700
55000,675.165000
60000,790.874600
65000,947.803450
70000,1095.323900
75000,1273.876200
80000,1440.352000
85000,1684.581600
90000,1928.947950
95000,2193.496150
100000,2325.829150
105000,2715.644700
110000,2793.914850
115000,2924.809300
120000,3200.049950
125000,3440.820500
130000,3769.973250
135000,4025.413550
140000,4334.680700
145000,4610.018200
150000,4986.796750
155000,5288.291800
160000,5625.679700
165000,6065.591850
170000,6369.735850
175000,6832.065750
180000,7139.631200
185000,7486.937750
190000,7968.182900
195000,8386.006750
200000,8821.587300
205000,9265.435100
210000,9740.014650
215000,10109.348150
