c++ c

0,1.5e-07
100000,1e-07
200000,0
300000,1e-07
400000,1e-07
500000,5e-08
600000,1e-07
700000,0
800000,1.5e-07
900000,0
1000000,1.5e-07
1100000,0
1200000,0
1300000,0
1400000,0
1500000,5e-08
1600000,1e-07
1700000,0
1800000,0
1900000,5e-08
2000000,5e-08
2100000,1e-07
2200000,0
2300000,0
2400000,1e-07
2500000,1.5e-07
2600000,1e-07
2700000,1e-07
2800000,1.5e-07
2900000,1e-07
3000000,1.5e-07
3100000,1.5e-07
3200000,1e-07
3300000,1e-07
3400000,5e-08
3500000,1e-07
3600000,0
3700000,1e-07
3800000,0
3900000,0
4000000,1e-07
4100000,1.5e-07
4200000,1e-07
4300000,0
4400000,1e-07
4500000,0
4600000,1e-07
4700000,0
4800000,1e-07
4900000,5e-08
5000000,0
5100000,1e-07
5200000,1.5e-07
5300000,1e-07
5400000,1.5e-07
5500000,0
5600000,1e-07
5700000,1.5e-07
5800000,1e-07
5900000,1.5e-07
6000000,1e-07
6100000,1e-07
6200000,1.5e-07
6300000,0
6400000,1e-07
6500000,0
6600000,1e-07
6700000,1.5e-07
6800000,1e-07
6900000,5e-08
7000000,0
7100000,0
7200000,0
7300000,5e-08
7400000,1e-07
7500000,0
7600000,0
7700000,0
7800000,0
7900000,0
8000000,1e-07
8100000,1e-07
8200000,0
8300000,5e-08
8400000,0
8500000,0
8600000,0
8700000,1e-07
8800000,0
8900000,0
9000000,1e-07
9100000,1.5e-07
9200000,1e-07
9300000,0
9400000,1.5e-07
9500000,1.5e-07
9600000,0
9700000,1e-07
9800000,1.5e-07
9900000,5e-08
10000000,1.5e-07

py c

0,6.999999868639861e-07
100000,3.9999997625272954e-07
200000,5.000000555810402e-07
300000,3.9999997625272954e-07
400000,3.499999365885742e-07
500000,2.4999997094710125e-07
600000,3.000000106112566e-07
700000,4.999999418942025e-07
800000,5.000000555810402e-07
900000,5.000000555810402e-07
1000000,3.500000502754119e-07
1100000,4.500000159168849e-07
1200000,3.499999365885742e-07
1300000,6.000000212225132e-07
1400000,3.499999365885742e-07
1500000,4.500000159168849e-07
1600000,3.9999997625272954e-07
1700000,3.500000502754119e-07
1800000,3.000000106112566e-07
1900000,4.500000159168849e-07
2000000,3.499999365885742e-07
2100000,3.9999997625272954e-07
2200000,4.500000159168849e-07
2300000,6.500000608866685e-07
2400000,4.999999418942025e-07
2500000,4.500000159168849e-07
2600000,4.999999418942025e-07
2700000,5.000000555810402e-07
2800000,3.9999997625272954e-07
2900000,1.999999312829459e-07
3000000,1.500000053056283e-07
3100000,1.0000007932831068e-07
3200000,5.499999815583578e-07
3300000,3.000000106112566e-07
3400000,3.000000106112566e-07
3500000,2.5000008463393897e-07
3600000,3.000000106112566e-07
3700000,2.4999997094710125e-07
3800000,2.4999997094710125e-07
3900000,2.4999997094710125e-07
4000000,3.000000106112566e-07
4100000,3.000000106112566e-07
4200000,6.000000212225132e-07
4300000,4.4999990223004716e-07
4400000,3.9999997625272954e-07
4500000,3.9999997625272954e-07
4600000,3.499999365885742e-07
4700000,6.499999471998308e-07
4800000,4.500000159168849e-07
4900000,3.499999365885742e-07
5000000,4.500000159168849e-07
5100000,3.499999365885742e-07
5200000,4.500000159168849e-07
5300000,3.500000502754119e-07
5400000,2.9999989692441886e-07
5500000,5.000000555810402e-07
5600000,5.000000555810402e-07
5700000,4.0000008993956726e-07
5800000,3.000000106112566e-07
5900000,3.000000106112566e-07
6000000,9.999999974752427e-06
6100000,4.500000159168849e-07
6200000,3.500000502754119e-07
6300000,4.500000159168849e-07
6400000,4.999999418942025e-07
6500000,5.499999815583578e-07
6600000,4.500000159168849e-07
6700000,3.9999997625272954e-07
6800000,5.000000555810402e-07
6900000,4.099999955542444e-06
7000000,3.499999365885742e-07
7100000,3.9999997625272954e-07
7200000,4.4999990223004716e-07
7300000,3.9999997625272954e-07
7400000,3.500000502754119e-07
7500000,5.499999815583578e-07
7600000,3.499999365885742e-07
7700000,3.000000106112566e-07
7800000,3.000000106112566e-07
7900000,3.499999365885742e-07
8000000,3.500000502754119e-07
8100000,4.4999990223004716e-07
8200000,4.999999418942025e-07
8300000,3.500000502754119e-07
8400000,4.500000159168849e-07
8500000,3.500000502754119e-07
8600000,3.499999365885742e-07
8700000,6.000000212225132e-07
8800000,5.999999075356754e-07
8900000,4.999999418942025e-07
9000000,3.9999997625272954e-07
9100000,4.500000159168849e-07
9200000,3.000000106112566e-07
9300000,4.500000159168849e-07
9400000,4.500000159168849e-07
9500000,3.9999997625272954e-07
9600000,5.000000555810402e-07
9700000,5.000000555810402e-07
9800000,3.500000502754119e-07
9900000,3.000000106112566e-07
10000000,3.9999997625272954e-07

c++ l

0,1e-07
100000,4.215e-05
200000,8.43e-05
300000,0.00012735
400000,0.00018525
500000,0.00025085
600000,0.00029305
700000,0.0003348
800000,0.00037955
900000,0.00042315
1000000,0.0005457
1100000,0.0005226
1200000,0.0006898
1300000,0.0006489
1400000,0.0009671
1500000,0.00072505
1600000,0.00110675
1700000,0.0007829
1800000,0.0008214
1900000,0.0009671
2000000,0.00094125
2100000,0.0010566
2200000,0.00100275
2300000,0.00102915
2400000,0.00115345
2500000,0.00124005
2600000,0.0011468
2700000,0.00121385
2800000,0.00128155
2900000,0.0012996
3000000,0.0015772
3100000,0.00156995
3200000,0.0016898
3300000,0.0017169
3400000,0.00158235
3500000,0.0015833
3600000,0.00160415
3700000,0.00176465
3800000,0.00179685
3900000,0.001734
4000000,0.0017732
4100000,0.0019524
4200000,0.00201235
4300000,0.002065
4400000,0.00235225
4500000,0.0021348
4600000,0.00214975
4700000,0.00213745
4800000,0.0023148
4900000,0.00248735
5000000,0.0022998
5100000,0.00233925
5200000,0.00287965
5300000,0.00239435
5400000,0.0028337
5500000,0.0024139
5600000,0.00244095
5700000,0.002669
5800000,0.0025027
5900000,0.00255255
6000000,0.00275995
6100000,0.00296725
6200000,0.00268465
6300000,0.0027741
6400000,0.0027875
6500000,0.0030566
6600000,0.00299255
6700000,0.00312475
6800000,0.00326625
6900000,0.0032247
7000000,0.00332365
7100000,0.00325685
7200000,0.00346695
7300000,0.00326725
7400000,0.0034711
7500000,0.00365355
7600000,0.00358085
7700000,0.0035441
7800000,0.0037748
7900000,0.003401
8000000,0.0036846
8100000,0.0038702
8200000,0.00361755
8300000,0.00366715
8400000,0.0038711
8500000,0.00357215
8600000,0.0039949
8700000,0.0050639
8800000,0.00388425
8900000,0.00381375
9000000,0.00395135
9100000,0.0038172
9200000,0.00491705
9300000,0.00449585
9400000,0.0043419
9500000,0.0051074
9600000,0.0040871
9700000,0.00458845
9800000,0.0045657
9900000,0.0044073
10000000,0.0045663

py l

0,1.1000000768035534e-06
100000,0.000961550000056377
200000,0.0017688500000758722
300000,0.0029174500000408443
400000,0.003615899999999783
500000,0.004685350000045219
600000,0.006153900000072099
700000,0.006509400000027199
800000,0.007375349999961145
900000,0.008750549999945179
1000000,0.00933105000001433
1100000,0.009672150000028523
1200000,0.01154444999997395
1300000,0.012064750000035929
1400000,0.013750499999900967
1500000,0.021020649999968555
1600000,0.015896999999995387
1700000,0.01608509999994112
1800000,0.020768250000060107
1900000,0.01810309999996207
2000000,0.018584949999990386
2100000,0.02171005000002424
2200000,0.020895350000046164
2300000,0.022854899999970257
2400000,0.021438249999960135
2500000,0.024736550000056923
2600000,0.02350054999999429
2700000,0.024394450000045254
2800000,0.030743449999931727
2900000,0.026110949999974764
3000000,0.028515700000070865
3100000,0.02822284999990643
3200000,0.03151964999995016
3300000,0.030339850000018487
3400000,0.030547100000035243
3500000,0.03176970000004076
3600000,0.03213560000006055
3700000,0.04198804999998629
3800000,0.035130350000031285
3900000,0.036821300000042356
4000000,0.0373779999999897
4100000,0.03744165000000521
4200000,0.03875449999998182
4300000,0.03805445000000418
4400000,0.04731790000005276
4500000,0.0427652500000022
4600000,0.04338830000006055
4700000,0.04400570000007065
4800000,0.043163599999957114
4900000,0.043925399999920955
5000000,0.04495604999999614
5100000,0.04580829999997604
5200000,0.047721000000024105
5300000,0.04762415000004694
5400000,0.05053555000006327
5500000,0.049355249999962325
5600000,0.05758780000007846
5700000,0.0527210999999852
5800000,0.054663800000071205
5900000,0.05356139999992138
6000000,0.05320165000000543
6100000,0.05449205000002166
6200000,0.05648630000007415
6300000,0.05610710000007657
6400000,0.056559350000043196
6500000,0.057151700000076744
6600000,0.06470735000004879
6700000,0.06319250000001375
6800000,0.061110350000035396
6900000,0.06274325000003955
7000000,0.06459585000004608
7100000,0.06596054999999978
7200000,0.06675649999999678
7300000,0.06409304999999677
7400000,0.06662325000002056
7500000,0.07237950000001092
7600000,0.07091975000003004
7700000,0.07162704999996095
7800000,0.07047299999999268
7900000,0.08424869999998919
8000000,0.07530094999992798
8100000,0.07338559999993777
8200000,0.08324625000000196
8300000,0.07520665000004101
8400000,0.07940470000005462
8500000,0.07497599999999238
8600000,0.08574885000007271
8700000,0.07955094999999801
8800000,0.07825169999989612
8900000,0.08050105000006624
9000000,0.079441050000014
9100000,0.08202905000007377
9200000,0.08465260000002672
9300000,0.0928961500000014
9400000,0.08490295000001424
9500000,0.08545090000006894
9600000,0.08514969999998812
9700000,0.11349780000000464
9800000,0.08501009999997677
9900000,0.09457129999998415
10000000,0.08959055000002536

c++ q

0,1.5e-07
5000,0.0057703
10000,0.022225
15000,0.0500024
20000,0.0878318
25000,0.139314
30000,0.218809
35000,0.273044
40000,0.352648
45000,0.456849
50000,0.543861
55000,0.670485
60000,0.787748
65000,0.923099
70000,1.08946
75000,1.23263
80000,1.4438
85000,1.68102
90000,1.76696
95000,2.02801
100000,2.1922
105000,2.42935
110000,2.64568
115000,2.93694
120000,3.17927
125000,3.47522
130000,3.72862
135000,4.03691
140000,4.32999
145000,4.68209
150000,4.93559
155000,5.28332
160000,5.65192
165000,5.98395
170000,6.38924
175000,6.74354
180000,7.13708
185000,7.51518
190000,7.92411
195000,8.37977
200000,8.80919
205000,9.23651
210000,9.73625
215000,10.187

py q

0,1.150000002780871e-06
5000,0.23585015000003295
10000,0.9117475000000468
15000,2.0682600499999353
20000,3.647505600000045
25000,5.677694050000014
30000,8.190773899999954
35000,11.147188750000055
