0,1.5e-07
5000,0.0057703
10000,0.022225
15000,0.0500024
20000,0.0878318
25000,0.139314
30000,0.218809
35000,0.273044
40000,0.352648
45000,0.456849
50000,0.543861
55000,0.670485
60000,0.787748
65000,0.923099
70000,1.08946
75000,1.23263
80000,1.4438
85000,1.68102
90000,1.76696
95000,2.02801
100000,2.1922
105000,2.42935
110000,2.64568
115000,2.93694
120000,3.17927
125000,3.47522
130000,3.72862
135000,4.03691
140000,4.32999
145000,4.68209
150000,4.93559
155000,5.28332
160000,5.65192
165000,5.98395
170000,6.38924
175000,6.74354
180000,7.13708
185000,7.51518
190000,7.92411
195000,8.37977
200000,8.80919
205000,9.23651
210000,9.73625
215000,10.187
